title,year,certificate,duration,genre,rating,description,stars,votes
Formula 1: Drive to Survive,(2019– ),TV-MA,40 min,"Documentary, Sport",8.6,Docuseries following the FIA Formula One World Championship across multiple seasons.,"['Will Buxton, ', 'Jack Nicholls, ', 'Lewis Hamilton, ', 'Charles Leclerc']","39,632"
Vagabond,(2019),,,"Action, Mystery, Thriller",8.6,Dal Geon's explosive on-air accusation toward the president sparks a media storm. Jessica's press conference goes south quick.,"['Yu In-sik', '| ', '    Stars:', 'Lee Seung-gi, ', 'Bae Suzy, ', 'Seong-rok Sin, ', 'Moon Jeong-Hee']",122
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",8.6,"On the verge of death, Trish discovers and unlocks a Stand power.","['Lizzie Freeman, ', 'Kellen Goff, ', 'Katsuyuki Konishi, ', 'Mick Lauer']",908
Stranger Things,(2016– ),TV-14,85 min,"Drama, Fantasy, Horror",8.6,"Nancy has sobering visions, and El passes an important test. Back in Hawkins, the gang gathers supplies and prepares for battle.","['Matt Duffer, ', 'Ross Duffer', '| ', '    Stars:', 'Winona Ryder, ', 'David Harbour, ', 'Millie Bobby Brown, ', 'Finn Wolfhard']","18,702"
Top Gear,(2002– ),TV-PG,60 min,"Adventure, Comedy, Reality-TV",8.6,The boys attempt to create amphibious cars which is cars that can run on land and on water. Jeremy road tests the new Lotus Exige S.,"['Brian Klein, ', 'Gary Broadhurst, ', 'Ed Venner, ', 'Scott Weintrob', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",272
Wentworth,(2013–2021),TV-MA,45 min,"Crime, Drama, Thriller",8.6,The confronting look into the lives of the inmates and prison staff of Wentworth Correctional Centre as they navigate the ups and downs of their lives in the prison system.,"['Kate Atkinson, ', 'Katrina Milosevic, ', 'Robbie Magasiva, ', 'Jacqueline Brennan']","22,295"
Shtisel,(2013–2021),TV-14,45 min,Drama,8.6,"The life of the Shtisel family, a Haredi family in Jerusalem.","[""Doval'e Glickman, "", 'Michael Aloni, ', 'Neta Riskin, ', 'Shira Haas']","7,204"
She-Ra and the Princesses of Power,(2018–2020),TV-Y7,24 min,"Animation, Action, Adventure",8.6,The Princess Alliance is split on whether to use the magic at the Heart of Etheria or try to destroy it. Scorpia arrives with a request for help.,"['Jen Bennett', '| ', '    Stars:', 'Aimee Carrero, ', 'Karen Fukuhara, ', 'AJ Michalka, ', 'Marcus Scribner']","1,027"
Chief of Staff,(2019),,,Drama,8.6,Add a Plot,"['Jung Hwan Kwak', '| ', '    Stars:', 'Lee Jung-jae, ', 'Shin Min-a, ', 'Elliya Lee, ', 'Dong-jun Kim']",11
BoJack Horseman,(2014–2020),TV-MA,26 min,"Animation, Comedy, Drama",8.6,BoJack gets a new AA sponsor. Todd plans a sophisticated party to impress his parents. Diane gets to know Sonny.,"['Adam Parton', '| ', '    Stars:', 'Will Arnett, ', 'Amy Sedaris, ', 'Alison Brie, ', 'Paul F. Tompkins']","2,752"
Shameless,(2011–2021),TV-MA,46 min,"Comedy, Drama",8.6,"A scrappy, feisty, fiercely loyal Chicago family makes no apologies.","['Emmy Rossum, ', 'William H. Macy, ', 'Ethan Cutkosky, ', 'Jeremy Allen White']","239,541"
Go! Live Your Way,(2019),TV-Y7,,"Comedy, Family, Musical",8.6,"Zoe faces off against Lupe about her behavior. Álvaro and Olivia continue to bond. Later, Mía tries to interpret an affectionate letter.","['Pilar Pascual, ', 'José Gimenez Zapiola, ', 'Renata Toscano Bruzón, ', 'Santiago Saez']",10
Avatar: The Last Airbender,(2005–2008),TV-Y7,24 min,"Animation, Action, Adventure",8.6,"The heroes finally arrive at the North Pole. But for Katara, the trip may have been in vain, as Master Pakku refuses to teach girls waterbending.","['Giancarlo Volpe', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Dante Basco']","3,741"
Dexter,(2006–2013),TV-MA,52 min,"Crime, Drama, Mystery",8.6,"Dexter's inability to deceive has him pursuing a slick liar as his next victim, while Rita believes he's concealing a drug problem and forces him into a 12-step program where he meets Lila, a seductive new woman.","['Tony Goldwyn', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","5,001"
Blood of Zeus,(2020– ),TV-MA,37 min,"Animation, Action, Adventure",8.6,"Hera launches her final attack on Olympus, and while the other Gods and Heron struggle to defend it, a new demigod rises to the occasion.","['Shaunt Nigoghossian', '| ', '    Stars:', 'Claudia Christian, ', ""Jason O'Mara, "", 'Derek Phillips, ', 'Chris Diamantopoulos']",617
Moving Art,(2014–2019),,25 min,Documentary,8.6,"Experience nature's art as filmmaker Louie Schwartzberg highlights the beauty that lurks in oceans, forests, deserts and flowers.",[],468
The End of the F***ing World,(2017–2019),TV-MA,19 min,"Adventure, Comedy, Crime",8.6,"Desperate to vanish visions of the night at Clive's house, Alyssa suddenly disappears, sending James into a panic attack.","['Destiny Ekaragha', '| ', '    Stars:', 'Jessica Barden, ', 'Alex Lawther, ', 'Naomi Ackie, ', 'Josh Dylan']","3,208"
Mob Psycho 100,(2016– ),TV-14,24 min,"Animation, Action, Comedy",8.6,"A psychic middle school boy tries to live a normal life and keep his growing powers under control, even though he constantly gets into trouble.","['Setsuo Ito, ', 'Takahiro Sakurai, ', 'Akio Ôtsuka, ', 'Kyle McCarley']","30,081"
BoJack Horseman,(2014–2020),TV-MA,26 min,"Animation, Comedy, Drama",8.6,"While Paige and Max question Mr. Peanutbutter at his restaurant, a panicked BoJack tries to piece together what's happening.","['Amy Winfrey', '| ', '    Stars:', 'Will Arnett, ', 'Amy Sedaris, ', 'Alison Brie, ', 'Paul F. Tompkins']","2,734"
She-Ra and the Princesses of Power,(2018–2020),TV-Y7,24 min,"Animation, Action, Adventure",8.6,"After a disastrous mission, Mermista is certain there's a Horde spy in Bright Moon and vows to sleuth them out with her mystery novel experience.","['Jen Bennett', '| ', '    Stars:', 'Aimee Carrero, ', 'Karen Fukuhara, ', 'AJ Michalka, ', 'Marcus Scribner']","1,034"
Deepa & Anoop,(2022– ),TV-Y,25 min,"Animation, Adventure, Comedy",8.6,"Follows the adventures of Deepa and her best friend, Anoop, and how they solve the simplest of problems with the most imaginative solutions.","['Pavan Bharaj, ', 'Ulka Simone Mohanty, ', 'Adam Nurada, ', 'Ana Sani']",42
Dexter,(2006–2013),TV-MA,56 min,"Crime, Drama, Mystery",8.6,"Dexter discovers that the man is still alive who murdered his mother in front of him as a boy, and confronts the killer as part of his recovery from addiction - but he also discovers that old impulses die hard.","['Keith Gordon', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","4,924"
Vagabond,(2019),,,"Action, Mystery, Thriller",8.6,Dal Geon attempts to alert the press about what he knows but someone interferes. Hae Ri contacts Ki Tae Woong to get answers about the flash drive.,"['Yu In-sik', '| ', '    Stars:', 'Lee Seung-gi, ', 'Bae Suzy, ', 'Seong-rok Sin, ', 'Moon Jeong-Hee']",145
Daredevil,(2015–2018),TV-MA,54 min,"Action, Crime, Drama",8.6,"A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.","['Charlie Cox, ', ""Vincent D'Onofrio, "", 'Deborah Ann Woll, ', 'Elden Henson']","434,141"
It's Okay to Not Be Okay,(2020),TV-MA,80 min,"Comedy, Drama, Romance",8.6,An extraordinary road to emotional healing opens up for an selfish antisocial children's book writer and a selfless psych ward caretaker when they cross paths.,"['Kim Soo-hyun, ', 'Seo Ye-Ji, ', 'Oh Jeong-Se, ', 'Park Gyuyoung']","23,471"
Jujutsu Kaisen,(2020– ),TV-MA,24 min,"Animation, Action, Adventure",8.6,A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.,"['Junya Enoki, ', 'Adam McArthur, ', 'Yûichi Nakamura, ', 'Yuma Uchida']","56,920"
SKY Castle,(2018–2019),,75 min,"Drama, Mystery",8.6,A satirical drama that closely looks at the materialistic desires of upper-class parents in South Korea and how they ruthlessly secure the successes of their families at the cost of destroying others' lives.,"['Jung-ah Yum, ', 'Tae-ran Lee, ', 'Yun Se-ah, ', 'Na-ra Oh']","3,154"
La Grande Chaumière Violette,(2016),,,"Drama, History",8.6,"San Francisco, 1980. As 72-year-old Guo Xue Hu reminisces about his hometown, Dadaocheng, a young man walks towards him from afar. It is Xing Xiong, Yi An's son. He has brought a letter ...                See full summary »","['Eli Shih, ', 'Chia-Yen Ko, ', 'Chiung-Hsuan Hsieh, ', 'Bryant Lee']",16
She-Ra and the Princesses of Power,(2018–2020),TV-Y7,24 min,"Animation, Action, Adventure",8.6,Catra orders Scorpia to find Entrapta's recordings so Hordak can perfect his experimental technology. Flutterina sows dissent in the squad.,"['Christina Manrique', '| ', '    Stars:', 'Aimee Carrero, ', 'Karen Fukuhara, ', 'AJ Michalka, ', 'Marcus Scribner']","1,031"
Vagabond,(2019),,,"Action, Mystery, Thriller",8.6,"Dal Geon gets a call from someone out of the blue and is approached by a journalist, who claims to be pursuing a story about the plane crash.","['Yu In-sik', '| ', '    Stars:', 'Lee Seung-gi, ', 'Bae Suzy, ', 'Seong-rok Sin, ', 'Moon Jeong-Hee']",158
Fruits Basket,(2019–2021),TV-14,24 min,"Animation, Comedy, Drama",8.6,"After Tohru is taken in by the Soma family, she learns that twelve family members transform involuntarily into animals of the Chinese zodiac and helps them deal with the emotional pain caused by the transformations.","['Manaka Iwami, ', 'Laura Bailey, ', 'Nobunaga Shimazaki, ', 'Eric Vale']","6,270"
Midnight Diner,(2009–2014),,24 min,Drama,8.6,"Shinya Shokudo is a tv series from Japan since 2009. It tells many stories about ordinary people eat in shinya shokudo, which means a restaurant at midnight. This small restaurant opens from 12 in the evening to 7 in the morning.","['Kaoru Kobayashi, ', 'Mansaku Fuwa, ', 'Toshiki Ayata, ', 'Shôhei Uno']","2,331"
The Last Kingdom,(2015–2022),TV-MA,55 min,"Action, Drama, History",8.6,"As he lingers near death, Aethelred shows repentance. Ealdormen of Mercia vie for control of the land. Edward uses his niece Aelfwynn as a bargaining chip.","['Andy Hay', '| ', '    Stars:', 'Toby Regbo, ', 'Jamie Blackley, ', 'Richard Dillane, ', 'Dorian Lough']","2,506"
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.6,"After getting a house to stay in, Aang and company are given a tour of Ba Sing Se. As they try to get in to tell the Earth King the news, they find that nothing is quite what is seems. Jet ...                See full summary »","['Lauren MacMullan', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,551"
Once Upon a Small Town,(2022– ),,,"Drama, Romance",8.5,"A city veterinarian moves to the countryside where he meets a policewoman, a town insider with a friendly secret.","['Young Woo Chu, ', 'Jung Suk-yong, ', 'Na Chul, ', 'Baek Sung-Chul']",104
BoJack Horseman,(2014–2020),TV-MA,26 min,"Animation, Comedy, Drama",8.5,A reporter digs into the circumstances surrounding Sarah Lynn's death. Hollyhock goes to a party in New York City.,"['Amy Winfrey', '| ', '    Stars:', 'Will Arnett, ', 'Amy Sedaris, ', 'Alison Brie, ', 'Paul F. Tompkins']","2,962"
BoJack Horseman,(2014–2020),TV-MA,26 min,"Animation, Comedy, Drama",8.5,"When her nanny quits, Princess Carolyn struggles to balance the demands of work and parenting. Mr. Peanutbutter visits BoJack in rehab.","['Amy Winfrey', '| ', '    Stars:', 'Will Arnett, ', 'Amy Sedaris, ', 'Alison Brie, ', 'Paul F. Tompkins']","3,166"
Spartacus: Gods of the Arena,(2011),TV-MA,331 min,"Action, Adventure, Biography",8.5,"In the time before the arrival of Spartacus, the House of Batiatus faces many challenges from competitors, and within its own household.","['John Hannah, ', 'Manu Bennett, ', 'Peter Mensah, ', 'Dustin Clare']","137,339"
BattleBots,(2015– ),TV-PG,83 min,"Action, Game-Show, Reality-TV",8.5,"The competition grows fierce with the World Championship Tournament approaching, and Huge looks to earn its first win of the season against the legendary Bronco.","['Ryan Polito', '| ', '    Stars:', 'Chris Rose, ', 'Kenny Florian, ', 'Jenny Taft, ', 'Faruq Tauheed']",16
The Umbrella Academy,(2019–2023),TV-14,47 min,"Action, Adventure, Comedy",8.5,A desperate Five concocts a risky plan to intercept another version of himself. The FBI tortures Vanya. Diego discovers what causes the apocalypse.,"['Amanda Marsalis', '| ', '    Stars:', 'Elliot Page, ', 'Tom Hopper, ', 'David Castañeda, ', 'Emmy Raver-Lampman']","3,734"
Emicida: AmarElo - It's All for Yesterday,(2020),TV-MA,89 min,"Documentary, Music",8.5,"Between scenes from his concert in São Paulo's Theatro Municipal, rapper and activist Emicida celebrates the rich legacy of Black Brazilian culture.","['Fred Ouro Preto', '| ', '    Stars:', 'Emicida, ', 'Zeca Pagodinho, ', 'Pabllo Vittar']","1,521"
Ejen Ali,(2016– ),PG,21 min,"Animation, Action, Adventure",8.5,A boy accidentally becomes a MATA agent after using Infinity Retinal Intelligent System (I.R.I.S) which is a prototype device created by Meta Advance Tactical Agency (M.A.T.A). The I.R.I.S....                See full summary »,"['Ida Rahayu, ', 'Noorhayati Maslini, ', 'Shafiq Isa, ', 'Azman Zulkiply']",291
The Witcher,(2019– ),TV-MA,63 min,"Action, Adventure, Drama",8.5,"Geralt sets off with Ciri on a journey that leads him to an old friend. After the battle of Sodden, Tissaia shows no mercy in her search of information.","['Stephen Surjik', '| ', '    Stars:', 'Henry Cavill, ', 'Anya Chalotra, ', 'Freya Allan, ', 'Eamon Farren']","12,944"
"Crazy, Lovely, Cool",(2018– ),,50 min,Romance,8.5,"CRAZY, LOVELY, COOL is a coming-of-age TV series that takes a fond look at the lives, joys and struggles of a group of charismatic students whose paths cross on the campus of Nigeria's ...                See full summary »","['Enyinna Nwigwe, ', 'Adesua Etomi-Wellington, ', 'Zynnell Zuh, ', 'Lorenzo Menakaya']",30
InuYasha: The Final Act,(2009–2010),TV-14,24 min,"Animation, Action, Adventure",8.5,"InuYasha's story draws to a close but not before finding Naraku and the Sacred Jewel, and facing new enemies and new dangers.","['Kappei Yamaguchi, ', 'Satsuki Yukino, ', 'Kumiko Watanabe, ', 'Kôji Tsujitani']","3,102"
Chef's Table,(2015–2019),TV-MA,50 min,Documentary,8.5,"Chef's Table goes inside the lives and kitchens of six of the world's most renowned international chefs. Each episode focuses on a single chef and their unique look at their lives, talents and passion from their piece of culinary heaven.","['Massimo Bottura, ', 'Ruth Reichl, ', 'Francis Mallmann, ', 'Magnus Nilsson']","15,573"
Copenhagen Cowboy,(2022– ),,,"Crime, Drama",8.5,"A young heroine, Miu who travels through Copenhagen's criminal netherworld.","['Per Thiim Thim, ', 'Ramadan Huseini, ', 'Angela Bundalovic, ', 'Zlatko Buric']",37
Bill Hicks: Relentless,(1992 Video),Not Rated,61 min,"Documentary, Comedy",8.5,"Bill Hicks tells us how he feels about non-smokers, blow-jobs, religion, war and peace, drugs and music.","['Chris Bould', '| ', '    Star:', 'Bill Hicks']","2,555"
Neon Genesis Evangelion,(1995–1996),TV-MA,24 min,"Animation, Action, Drama",8.5,A teenage boy finds himself recruited as a member of an elite team of pilots by his father.,"['Megumi Ogata, ', 'Megumi Hayashibara, ', 'Kotono Mitsuishi, ', 'Spike Spencer']","68,559"
Be Here Now,(2015),,100 min,"Documentary, Biography, Drama",8.5,"As though life is imitating art, actor and sex-symbol, Andy Whitfield, had just become a star as the lead in the hit television series,'Spartacus,' when he is faced with his biggest ...                See full summary »","['Lilibet Foster', '| ', '    Stars:', 'Jai Courtney, ', 'Andy Whitfield, ', 'Indigo Whitfield, ', 'Jesse Whitfield']","3,417"
The Queen's Classroom,(2005– ),,45 min,Drama,8.5,"Maya Akutsu, a new teacher who strives for perfection and punishes students in unorthodox manners. A 12-year-old Kazumi has been able to withstand her strange punishments so far but the other 23 students begin to fold under the pressure.","['Mirai Shida, ', 'Yûki Amami, ', 'Kaho, ', 'Sairi Itô']",318
Vagabond,(2019),,,"Action, Mystery, Thriller",8.5,Dal Geon sees someone who's supposed to be dead. Hae Ri and Tae Woong head to Morocco to capture their suspect. The NIS takes Jessica Lee into custody.,"['Yu In-sik', '| ', '    Stars:', 'Lee Seung-gi, ', 'Bae Suzy, ', 'Seong-rok Sin, ', 'Moon Jeong-Hee']",140
Sacred Games,(2018–2019),TV-MA,50 min,"Action, Crime, Drama",8.5,"A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm.","['Saif Ali Khan, ', 'Nawazuddin Siddiqui, ', 'Neeraj Kabi, ', 'Elnaaz Norouzi']","87,403"
The Boondocks,(2005–2014),TV-MA,22 min,"Animation, Action, Comedy",8.5,"Adventures of two boys, Riley and Huey Freeman, who undergo a culture clash when they move from Chicago to the suburbs to live with their grandfather.","['Regina King, ', 'John Witherspoon, ', 'Gary Anthony Williams, ', 'Cedric Yarbrough']","30,847"
Vagabond,(2019),,,"Action, Mystery, Thriller",8.5,Cha Dal Geon encourages his nephew to go to Morocco with the taekwondo demonstration group. Go Hae Ri walks in late to a meeting at the Korean embassy.,"['Yu In-sik', '| ', '    Stars:', 'Lee Seung-gi, ', 'Bae Suzy, ', 'Moon Jeong-Hee, ', 'Woo-Jin Moon']",232
Explained,(2018– ),TV-MA,,Documentary,8.5,"If you're not worried about a looming global pandemic, you probably should be. Are we prepared for an outbreak? Bill Gates and other experts weigh in.","['J.K. Simmons, ', 'Bill Gates, ', 'Joel Montgomery, ', 'Peter Daszak']",517
Power Rangers Beast Morphers,(2019–2020),TV-Y7,,"Action, Adventure, Comedy",8.5,A huge trash spill at the beach endangers the local wildlife; Scrozzle sets about finding reinforcements.,"['Simon Bennett', '| ', '    Stars:', 'Rorrie D. Travis, ', 'Jasmeet Baduwalia, ', 'Jacqueline Scislowski, ', 'Abraham Rodriguez']",33
Staged,(2020–2021),Not Rated,22 min,"Comedy, Drama",8.5,"David Tennant and Michael Sheen star as two actors whose West End play has been put on hold due to Covid-19, but whose director has persuaded them to carry on rehearsing online.","['Michael Sheen, ', 'David Tennant, ', 'Georgia Tennant, ', 'Anna Lundberg']","6,622"
The Ollie & Moon Show,(2017– ),,11 min,"Animation, Family",8.5,Two cats travel the globe and teach children about unlikely friendships and global citizenships.,"['Mattea Conforti, ', 'Kobi Frumer, ', 'Ofosu Born Jones-Quartey, ', 'Brian Beckerle']",72
Stranger,(2017– ),TV-14,60 min,"Crime, Drama, Mystery",8.5,"With the help of a gutsy female detective, a prosecutor who has almost lost the ability to feel emotions tackles a strange murder case amid political corruption.","['Cho Seung-woo, ', 'Bae Doona, ', 'Lee Joon-hyuk, ', 'Jeon Bae-soo']","8,283"
Bill Hicks: Revelations,(1993 TV Special),Not Rated,57 min,"Documentary, Comedy",8.5,"Bill Hicks in the height of his genius. Recorded at the Dominion Theatre in London, Hicks opens our eyes and minds to the hypocrisy and ludicrousness of the world around us.","['Chris Bould', '| ', '    Star:', 'Bill Hicks']","3,109"
Norm Macdonald Has a Show,(2018),,30 min,"Comedy, Talk-Show",8.5,"Based on his podcast, comedian and former Saturday Night Live (1975) alumni Norm Macdonald and his sidekick Adam Eget sit down and chat with celebrity guests about their life, career and views in a somewhat unconventional and often irreverent way.","['Norm MacDonald, ', 'Adam Eget, ', 'Michael Keaton, ', 'Drew Barrymore']","3,643"
Springsteen on Broadway,(2018 TV Movie),TV-MA,153 min,"Documentary, Music",8.5,"The intimate, final performance of Bruce Springsteen's 236-show run at Jujamcyn's Walter Kerr Theatre on Broadway.","['Thom Zimny', '| ', '    Stars:', 'Bruce Springsteen, ', 'Patti Scialfa']","2,230"
Erased,(2016),TV-14,264 min,"Animation, Drama, Fantasy",8.5,"29-year-old Satoru Fujinuma is sent back in time 18 years to prevent the events leading to his mother's death, which began with a series of kidnappings while he was in 5th grade.","['Ben Diskin, ', 'Tao Tsuchiya, ', 'Michelle Ruff, ', 'Minami Takayama']","46,215"
The Dragon Prince,(2018– ),TV-Y7,,"Animation, Action, Adventure",8.5,"Rayla returns home to an alarming discovery, the Sunfire elves decide Amaya's fate, and Claudia confronts her father.","['Villads Spangsberg', '| ', '    Stars:', 'Rena Anakwe, ', 'Racquel Belmonte, ', 'Paula Burrows, ', 'Brenda Crichlow']",529
Kingdom,(2014–2017),TV-MA,43 min,"Drama, Sport",8.5,A retired MMA fighter turned trainer juggles keeping his mixed martial arts gym running and keeping his family united.,"['Frank Grillo, ', 'Kiele Sanchez, ', 'Matt Lauria, ', 'Jonathan Tucker']","18,196"
She-Ra and the Princesses of Power,(2018–2020),TV-Y7,24 min,"Animation, Action, Adventure",8.5,"Adora, Bow and Swift Wind arrive on Beast Island and make a shocking discovery. Glimmer heads to the Crystal Castle to talk to Light Hope.","['Mandy Clotworthy', '| ', '    Stars:', 'Aimee Carrero, ', 'Karen Fukuhara, ', 'Marcus Scribner, ', 'Morla Gorrondona']","1,007"
Stranger Things,(2016– ),TV-14,75 min,"Drama, Fantasy, Horror",8.5,"Behind the Iron Curtain, a risky rescue mission gets underway. The California crew seeks help from a hacker. Steve takes one for the team.","['Nimród Antal', '| ', '    Stars:', 'Winona Ryder, ', 'David Harbour, ', 'Millie Bobby Brown, ', 'Finn Wolfhard']","16,937"
The Surgeon's Cut,(2020– ),TV-14,,Documentary,8.5,"The Surgeon's Cut profiles four ground-breaking surgeons from around the world, each with a visionary approach to their craft.",['Lin Gallagher'],"1,051"
Cobra Kai,(2018– ),TV-14,30 min,"Action, Comedy, Drama",8.5,"Decades after their 1984 All Valley Karate Tournament bout, a middle-aged Daniel LaRusso and Johnny Lawrence find themselves martial-arts rivals again.","['Ralph Macchio, ', 'William Zabka, ', 'Courtney Henggeler, ', 'Xolo Maridueña']","177,031"
Julie and the Phantoms,(2020),TV-G,28 min,"Adventure, Comedy, Drama",8.5,"Julie's performance makes a big splash, and the guys try to convince her to join Sunset Curve - but she'll have to come clean to Flynn first.","['Paul Becker', '| ', '    Stars:', 'Madison Reyes, ', 'Charlie Gillespie, ', 'Owen Patrick Joyner, ', 'Jeremy Shada']",476
TIME: The Kalief Browder Story,(2017– ),,,"Documentary, Biography",8.5,"After his arrest at age 16, Kalief Browder fought the system and prevailed, despite unthinkable circumstances. He became an American hero.","['Jay-Z, ', 'Kalief Browder, ', 'Venida Browder, ', 'Paul Prestia']","2,717"
Trash Truck,(2020– ),TV-Y,,"Animation, Family",8.5,"Six-year old Hank and his best pal, a giant trash truck, explore the world around them on fantastical adventures with their animal friends.","['Henry Keane, ', 'Glen Keane, ', 'Lucas Neff, ', 'Brian Baumgartner']",521
The English Game,(2020),TV-14,,"Drama, History, Sport",8.5,Fergus heads to London to make an appeal to the FA. Arthur pleads with his friends to act for the good of the game as the FA Cup Final approaches.,"['Tim Fywell', '| ', '    Stars:', 'Edward Holcroft, ', 'Kevin Guthrie, ', 'Charlotte Hope, ', 'Niamh Walsh']",450
The Departed,(2006),R,151 min,"Crime, Drama, Thriller",8.5,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,"['Martin Scorsese', '| ', '    Stars:', 'Leonardo DiCaprio, ', 'Matt Damon, ', 'Jack Nicholson, ', 'Mark Wahlberg']","1,310,171"
Delhi Crime,(2019– ),TV-MA,50 min,"Crime, Drama",8.5,"Based on the Nirbhaya case, Delhi Crime follows the Delhi Police investigation into the finding of the men who perpetrated this crime.","['Shefali Shah, ', 'Rajesh Tailang, ', 'Rasika Dugal, ', 'Anurag Arora']","22,337"
Hannibal,(2013–2015),TV-14,44 min,"Crime, Drama, Horror",8.5,Explores the early relationship between renowned psychiatrist Hannibal Lecter and a young FBI criminal profiler who is haunted by his ability to empathize with serial killers.,"['Hugh Dancy, ', 'Mads Mikkelsen, ', 'Caroline Dhavernas, ', 'Laurence Fishburne']","253,302"
The Defiant Ones,(2017),TV-MA,60 min,"Documentary, Biography, Crime",8.5,"""The Defiant Ones"" examines the partnership between Jimmy Iovine and Dr. Dre - one the son of a Brooklyn longshoreman, the other straight out of Compton - and their leading roles in a chain of transformative events in contemporary culture.","['Bono, ', 'Stevie Nicks, ', 'Dr. Dre, ', 'Tom Petty']","14,696"
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.5,"Aang begins to learn earthbending from Toph; Uncle Iroh resumes teaching Zuko firebending to better prepare him for facing Azula, and reveals a new technique he learned from watching waterbenders.","['Ethan Spaulding', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,528"
Derry Girls,(2018–2022),TV-MA,30 min,Comedy,8.5,The personal exploits of a 16-year-old girl and her family and friends during the Troubles in the early 1990s.,"['Saoirse-Monica Jackson, ', 'Louisa Harland, ', ""Tara Lynne O'Neill, "", 'Kathy Kiera Clarke']","36,522"
Like in the Movies,(2020– ),,,"Comedy, Romance",8.5,"Karl, an architecture student, moves into his uncle's unit and takes odd jobs online as he is short on funds. His neighbor, Vlad, proposes they become housemates in exchange for rent. What will happen when sparks fly?","['Ian Pangilinan, ', 'Paolo Pangilinan, ', 'Adrienne Vergara, ', 'Yesh Burce']",840
Arthdal Chronicles,(2019– ),,80 min,"Action, Drama, Fantasy",8.5,"As Tagon's declaration ripples through Arthdal, Eunseom contemplates the significance of what he saw. Mubaek seeks advice and is given a quest.","['Won Suk Kim', '| ', '    Stars:', 'Song Joong-ki, ', 'Kim Ji-Won, ', 'Jang Dong-Gun, ', 'Kim Ok-bin']",166
Arthdal Chronicles,(2019– ),,80 min,"Action, Drama, Fantasy",8.5,Add a Plot,"['Won Suk Kim', '| ', '    Stars:', 'Song Joong-ki, ', 'Kim Ji-Won, ', 'Jang Dong-Gun, ', 'Kim Ok-bin']",168
I Am Not Okay with This,(2020),TV-MA,24 min,"Comedy, Drama, Fantasy",8.5,"Armed with new insight about her dad, Syd vows to stay positive as she goes to the homecoming dance.","['Jonathan Entwistle', '| ', '    Stars:', 'Sophia Lillis, ', 'Wyatt Oleff, ', 'Sofia Bryant, ', 'Kathleen Rose Perkins']","2,026"
Mighty Little Bheem,(2019– ),TV-Y,,"Animation, Short, Adventure",8.5,Add a Plot,"['Rajiv Chilaka, ', 'Krishna Mohan Chintapatla']",7
Supergirl,(2015–2021),TV-PG,42 min,"Action, Adventure, Drama",8.5,Mxyzptlk returns with a proposition for Kara; Kara must decide if she wants to change history to become friends with Lena again.,"['Jesse Warn', '| ', '    Stars:', 'Melissa Benoist, ', 'Chyler Leigh, ', 'Katie McGrath, ', 'Jesse Rath']","1,907"
Ghost in the Shell: Stand Alone Complex,(2002–2005),TV-MA,24 min,"Animation, Action, Crime",8.5,The futuristic adventures of a female cyborg counter intelligence agent and her support team.,"['Shirô Saitô, ', 'Atsuko Tanaka, ', 'Osamu Saka, ', 'Mary Elizabeth McGlynn']","19,764"
Chief of Staff,(2019),,,Drama,8.5,Add a Plot,"['Jung Hwan Kwak', '| ', '    Stars:', 'Lee Jung-jae, ', 'Shin Min-a, ', 'Elliya Lee, ', 'Dong-jun Kim']",11
Chief of Staff,(2019),,,Drama,8.5,Add a Plot,"['Jung Hwan Kwak', '| ', '    Stars:', 'Lee Jung-jae, ', 'Shin Min-a, ', 'Elliya Lee, ', 'Dong-jun Kim']",10
Queer Eye,(2018– ),TV-14,,Reality-TV,8.5,The Fab Five help a timid gay pastor who came out in his 30s update his look and find the confidence to lead his congregation into the future.,"['Noah Hepler, ', 'Guy Erwin, ', 'Megan Rohrer, ', 'Bobby Berk']",242
